Name,Financial Status,Paid at,Currency,Total,Refunded Amount,Referring Site
#1043,paid,2026-06-02 12:00:00 +0000,USD,113.73,,
#1044,paid,2026-06-02 12:00:00 +0000,USD,197.45,,https://www.google.com/
#1045,paid,2026-06-02 12:00:00 +0000,USD,174.53,,https://l.facebook.com/
#1046,paid,2026-06-02 12:00:00 +0000,USD,119.38,,https://l.facebook.com/
#1047,paid,2026-06-02 12:00:00 +0000,USD,141.33,,https://l.facebook.com/
#1048,paid,2026-06-02 12:00:00 +0000,USD,115.78,,https://l.facebook.com/
#1049,paid,2026-06-02 12:00:00 +0000,USD,94.32,,
#1050,paid,2026-06-02 12:00:00 +0000,USD,111.94,,https://l.facebook.com/
#1051,paid,2026-06-02 12:00:00 +0000,USD,138.58,,
#1052,paid,2026-06-02 12:00:00 +0000,USD,143.22,,
#1053,paid,2026-06-02 12:00:00 +0000,USD,180.28,,
#1054,paid,2026-06-02 12:00:00 +0000,USD,85.23,,https://l.facebook.com/
#1055,paid,2026-06-02 12:00:00 +0000,USD,135.3,,https://l.facebook.com/
#1056,paid,2026-06-02 12:00:00 +0000,USD,193.2,,https://l.facebook.com/
#1057,paid,2026-06-02 12:00:00 +0000,USD,85.23,,https://l.facebook.com/
#1058,paid,2026-06-02 12:00:00 +0000,USD,165.66,,https://www.google.com/
#1059,paid,2026-06-02 12:00:00 +0000,USD,156.8,,https://www.google.com/
#1060,paid,2026-06-02 12:00:00 +0000,USD,98.48,,https://l.facebook.com/
#1061,paid,2026-06-02 12:00:00 +0000,USD,119.54,,https://l.facebook.com/
#1062,paid,2026-06-02 12:00:00 +0000,USD,100.54,,
#1063,paid,2026-06-02 12:00:00 +0000,USD,148.87,,https://l.facebook.com/
#1064,paid,2026-06-02 12:00:00 +0000,USD,106.61,,
#1065,paid,2026-06-02 12:00:00 +0000,USD,82.29,,https://l.facebook.com/
#1066,paid,2026-06-02 12:00:00 +0000,USD,84.97,,https://www.google.com/
#1067,paid,2026-06-02 12:00:00 +0000,USD,194.6,,
#1068,paid,2026-06-02 12:00:00 +0000,USD,183.17,,https://l.facebook.com/
#1069,paid,2026-06-02 12:00:00 +0000,USD,89.98,,https://l.facebook.com/
#1070,paid,2026-06-02 12:00:00 +0000,USD,87.44,,https://l.facebook.com/
#1071,paid,2026-06-02 12:00:00 +0000,USD,126.62,,https://www.google.com/
#1072,paid,2026-06-02 12:00:00 +0000,USD,163.21,,https://l.facebook.com/
#1073,paid,2026-06-02 12:00:00 +0000,USD,187.9,,
#1074,paid,2026-06-02 12:00:00 +0000,USD,117.33,,https://l.facebook.com/
#1075,paid,2026-06-02 12:00:00 +0000,USD,107.99,,https://www.google.com/
#1076,paid,2026-06-02 12:00:00 +0000,USD,165.5,,https://www.google.com/
#1077,paid,2026-06-02 12:00:00 +0000,USD,108.56,,
#1078,paid,2026-06-02 12:00:00 +0000,USD,126.81,,https://l.facebook.com/
#1079,paid,2026-06-02 12:00:00 +0000,USD,144.59,,https://www.google.com/
#1080,paid,2026-06-02 12:00:00 +0000,USD,178.85,,
#1081,paid,2026-06-02 12:00:00 +0000,USD,136.65,,https://l.facebook.com/
#1082,paid,2026-06-03 12:00:00 +0000,USD,115.58,,https://l.facebook.com/
#1083,paid,2026-06-03 12:00:00 +0000,USD,72.94,,https://l.facebook.com/
#1084,paid,2026-06-03 12:00:00 +0000,USD,151.68,,https://l.facebook.com/
#1085,paid,2026-06-03 12:00:00 +0000,USD,115.09,,https://l.facebook.com/
#1086,paid,2026-06-03 12:00:00 +0000,USD,101.41,,https://l.facebook.com/
#1087,paid,2026-06-03 12:00:00 +0000,USD,87.69,,
#1088,paid,2026-06-03 12:00:00 +0000,USD,87.82,,
#1089,paid,2026-06-03 12:00:00 +0000,USD,134.39,,https://www.google.com/
#1090,paid,2026-06-03 12:00:00 +0000,USD,71.45,,
#1091,paid,2026-06-03 12:00:00 +0000,USD,110.68,,https://l.facebook.com/
#1092,paid,2026-06-03 12:00:00 +0000,USD,98.19,,https://l.facebook.com/
#1093,paid,2026-06-03 12:00:00 +0000,USD,140.09,,
#1094,paid,2026-06-03 12:00:00 +0000,USD,141.66,,https://l.facebook.com/
#1095,paid,2026-06-03 12:00:00 +0000,USD,75.99,,https://l.facebook.com/
#1096,paid,2026-06-03 12:00:00 +0000,USD,180.92,,
#1097,paid,2026-06-03 12:00:00 +0000,USD,159.0,,
#1098,paid,2026-06-03 12:00:00 +0000,USD,141.96,,
#1099,paid,2026-06-03 12:00:00 +0000,USD,193.54,,
#1100,paid,2026-06-03 12:00:00 +0000,USD,163.02,,
#1101,paid,2026-06-03 12:00:00 +0000,USD,94.88,,
#1102,paid,2026-06-03 12:00:00 +0000,USD,161.07,,https://l.facebook.com/
#1103,paid,2026-06-03 12:00:00 +0000,USD,109.53,,
#1104,paid,2026-06-03 12:00:00 +0000,USD,146.94,,https://l.facebook.com/
#1105,paid,2026-06-03 12:00:00 +0000,USD,124.42,,
#1106,paid,2026-06-03 12:00:00 +0000,USD,166.06,,https://l.facebook.com/
#1107,paid,2026-06-03 12:00:00 +0000,USD,167.46,,https://www.google.com/
#1108,paid,2026-06-03 12:00:00 +0000,USD,194.82,,
#1109,paid,2026-06-03 12:00:00 +0000,USD,164.86,,https://l.facebook.com/
#1110,paid,2026-06-03 12:00:00 +0000,USD,190.26,,
#1111,paid,2026-06-03 12:00:00 +0000,USD,85.25,,https://www.google.com/
#1112,paid,2026-06-03 12:00:00 +0000,USD,92.76,,
#1113,paid,2026-06-03 12:00:00 +0000,USD,156.05,,https://l.facebook.com/
#1114,paid,2026-06-03 12:00:00 +0000,USD,88.34,,
#1115,paid,2026-06-03 12:00:00 +0000,USD,168.32,,https://www.google.com/
#1116,paid,2026-06-03 12:00:00 +0000,USD,102.87,,https://l.facebook.com/
#1117,paid,2026-06-03 12:00:00 +0000,USD,118.91,,https://l.facebook.com/
#1118,paid,2026-06-03 12:00:00 +0000,USD,74.52,,https://l.facebook.com/
#1119,paid,2026-06-03 12:00:00 +0000,USD,109.92,,
#1120,paid,2026-06-03 12:00:00 +0000,USD,156.86,,https://l.facebook.com/
#1121,paid,2026-06-03 12:00:00 +0000,USD,94.09,,https://l.facebook.com/
#1122,paid,2026-06-03 12:00:00 +0000,USD,132.93,,https://www.google.com/
#1123,paid,2026-06-03 12:00:00 +0000,USD,101.0,,https://www.google.com/
#1124,paid,2026-06-03 12:00:00 +0000,USD,137.37,,
#1125,paid,2026-06-03 12:00:00 +0000,USD,92.14,,
#1126,paid,2026-06-03 12:00:00 +0000,USD,101.08,,https://l.facebook.com/
#1127,paid,2026-06-04 12:00:00 +0000,USD,109.67,,https://l.facebook.com/
#1128,paid,2026-06-04 12:00:00 +0000,USD,186.26,,
#1129,paid,2026-06-04 12:00:00 +0000,USD,134.92,,https://www.google.com/
#1130,paid,2026-06-04 12:00:00 +0000,USD,99.61,,https://l.facebook.com/
#1131,paid,2026-06-04 12:00:00 +0000,USD,155.4,,https://www.google.com/
#1132,paid,2026-06-04 12:00:00 +0000,USD,172.14,,
#1133,paid,2026-06-04 12:00:00 +0000,USD,189.68,,https://l.facebook.com/
#1134,paid,2026-06-04 12:00:00 +0000,USD,155.62,,
#1135,paid,2026-06-04 12:00:00 +0000,USD,166.36,,https://l.facebook.com/
#1136,paid,2026-06-04 12:00:00 +0000,USD,113.92,,
#1137,paid,2026-06-04 12:00:00 +0000,USD,137.82,,https://www.google.com/
#1138,paid,2026-06-04 12:00:00 +0000,USD,102.26,,
#1139,paid,2026-06-04 12:00:00 +0000,USD,196.9,,https://l.facebook.com/
#1140,paid,2026-06-04 12:00:00 +0000,USD,143.98,,https://l.facebook.com/
#1141,paid,2026-06-04 12:00:00 +0000,USD,173.9,,https://l.facebook.com/
#1142,paid,2026-06-04 12:00:00 +0000,USD,165.22,,https://l.facebook.com/
#1143,paid,2026-06-04 12:00:00 +0000,USD,104.62,,https://www.google.com/
#1144,paid,2026-06-04 12:00:00 +0000,USD,188.34,,https://www.google.com/
#1145,paid,2026-06-04 12:00:00 +0000,USD,97.49,,https://www.google.com/
#1146,paid,2026-06-04 12:00:00 +0000,USD,72.14,,
#1147,paid,2026-06-04 12:00:00 +0000,USD,182.68,,
#1148,paid,2026-06-04 12:00:00 +0000,USD,129.23,,
#1149,paid,2026-06-04 12:00:00 +0000,USD,114.17,,https://www.google.com/
#1150,paid,2026-06-04 12:00:00 +0000,USD,141.91,,https://l.facebook.com/
#1151,paid,2026-06-04 12:00:00 +0000,USD,120.37,,https://l.facebook.com/
#1152,paid,2026-06-04 12:00:00 +0000,USD,170.73,,https://l.facebook.com/
#1153,paid,2026-06-04 12:00:00 +0000,USD,84.26,,https://l.facebook.com/
#1154,paid,2026-06-04 12:00:00 +0000,USD,85.51,,
#1155,refunded,2026-06-04 12:00:00 +0000,USD,153.41,153.41,https://l.facebook.com/
#1156,paid,2026-06-04 12:00:00 +0000,USD,90.9,,https://www.google.com/
#1157,paid,2026-06-04 12:00:00 +0000,USD,158.38,,https://l.facebook.com/
#1158,paid,2026-06-04 12:00:00 +0000,USD,147.13,,https://l.facebook.com/
#1159,paid,2026-06-04 12:00:00 +0000,USD,89.76,,
#1160,paid,2026-06-04 12:00:00 +0000,USD,123.17,,
#1161,paid,2026-06-05 12:00:00 +0000,USD,142.25,,
#1162,paid,2026-06-05 12:00:00 +0000,USD,85.1,,https://l.facebook.com/
#1163,paid,2026-06-05 12:00:00 +0000,USD,193.44,,
#1164,paid,2026-06-05 12:00:00 +0000,USD,105.5,,https://l.facebook.com/
#1165,paid,2026-06-05 12:00:00 +0000,USD,115.33,,
#1166,paid,2026-06-05 12:00:00 +0000,USD,109.13,,https://l.facebook.com/
#1167,paid,2026-06-05 12:00:00 +0000,USD,147.37,,https://l.facebook.com/
#1168,paid,2026-06-05 12:00:00 +0000,USD,187.95,,https://www.google.com/
#1169,paid,2026-06-05 12:00:00 +0000,USD,196.73,,https://l.facebook.com/
#1170,paid,2026-06-05 12:00:00 +0000,USD,161.12,,https://l.facebook.com/
#1171,paid,2026-06-05 12:00:00 +0000,USD,148.12,,https://l.facebook.com/
#1172,paid,2026-06-05 12:00:00 +0000,USD,137.59,,https://www.google.com/
#1173,paid,2026-06-05 12:00:00 +0000,USD,164.64,,https://l.facebook.com/
#1174,paid,2026-06-05 12:00:00 +0000,USD,160.51,,
#1175,paid,2026-06-05 12:00:00 +0000,USD,116.1,,https://l.facebook.com/
#1176,paid,2026-06-05 12:00:00 +0000,USD,149.61,,https://l.facebook.com/
#1177,paid,2026-06-05 12:00:00 +0000,USD,182.5,,https://l.facebook.com/
#1178,refunded,2026-06-05 12:00:00 +0000,USD,162.19,162.19,https://www.google.com/
#1179,paid,2026-06-05 12:00:00 +0000,USD,92.64,,https://l.facebook.com/
#1180,paid,2026-06-05 12:00:00 +0000,USD,126.2,,https://l.facebook.com/
#1181,paid,2026-06-05 12:00:00 +0000,USD,193.74,,
#1182,paid,2026-06-05 12:00:00 +0000,USD,178.97,,https://l.facebook.com/
#1183,paid,2026-06-05 12:00:00 +0000,USD,195.8,,https://l.facebook.com/
#1184,paid,2026-06-05 12:00:00 +0000,USD,199.41,,
#1185,paid,2026-06-05 12:00:00 +0000,USD,198.91,,https://l.facebook.com/
#1186,paid,2026-06-05 12:00:00 +0000,USD,107.2,,
#1187,paid,2026-06-05 12:00:00 +0000,USD,183.91,,
#1188,paid,2026-06-05 12:00:00 +0000,USD,131.14,,https://www.google.com/
#1189,paid,2026-06-05 12:00:00 +0000,USD,186.44,,https://l.facebook.com/
#1190,paid,2026-06-05 12:00:00 +0000,USD,193.02,,https://l.facebook.com/
#1191,paid,2026-06-05 12:00:00 +0000,USD,147.06,,https://l.facebook.com/
#1192,paid,2026-06-05 12:00:00 +0000,USD,168.77,,https://www.google.com/
#1193,paid,2026-06-05 12:00:00 +0000,USD,190.3,,
#1194,paid,2026-06-05 12:00:00 +0000,USD,110.68,,https://l.facebook.com/
#1195,paid,2026-06-05 12:00:00 +0000,USD,136.89,,https://l.facebook.com/
#1196,paid,2026-06-05 12:00:00 +0000,USD,77.59,,https://l.facebook.com/
#1197,paid,2026-06-05 12:00:00 +0000,USD,189.07,,https://www.google.com/
#1198,paid,2026-06-05 12:00:00 +0000,USD,139.7,,https://www.google.com/
#1199,paid,2026-06-05 12:00:00 +0000,USD,154.42,,https://l.facebook.com/
#1200,paid,2026-06-05 12:00:00 +0000,USD,172.71,,https://www.google.com/
#1201,paid,2026-06-05 12:00:00 +0000,USD,187.58,,
#1202,paid,2026-06-05 12:00:00 +0000,USD,98.87,,https://l.facebook.com/
#1203,paid,2026-06-06 12:00:00 +0000,USD,183.39,,
#1204,paid,2026-06-06 12:00:00 +0000,USD,102.31,,
#1205,paid,2026-06-06 12:00:00 +0000,USD,91.79,,https://www.google.com/
#1206,paid,2026-06-06 12:00:00 +0000,USD,171.43,,https://l.facebook.com/
#1207,paid,2026-06-06 12:00:00 +0000,USD,159.52,,
#1208,paid,2026-06-06 12:00:00 +0000,USD,102.05,,
#1209,paid,2026-06-06 12:00:00 +0000,USD,73.22,,https://l.facebook.com/
#1210,paid,2026-06-06 12:00:00 +0000,USD,150.83,,https://l.facebook.com/
#1211,paid,2026-06-06 12:00:00 +0000,USD,117.5,,
#1212,paid,2026-06-06 12:00:00 +0000,USD,168.87,,https://www.google.com/
#1213,paid,2026-06-06 12:00:00 +0000,USD,108.6,,
#1214,paid,2026-06-06 12:00:00 +0000,USD,151.29,,https://www.google.com/
#1215,paid,2026-06-06 12:00:00 +0000,USD,170.48,,https://l.facebook.com/
#1216,paid,2026-06-06 12:00:00 +0000,USD,88.41,,
#1217,paid,2026-06-06 12:00:00 +0000,USD,143.05,,https://l.facebook.com/
#1218,paid,2026-06-06 12:00:00 +0000,USD,92.9,,
#1219,paid,2026-06-06 12:00:00 +0000,USD,152.29,,https://www.google.com/
#1220,paid,2026-06-06 12:00:00 +0000,USD,77.12,,
#1221,paid,2026-06-06 12:00:00 +0000,USD,190.43,,
#1222,refunded,2026-06-06 12:00:00 +0000,USD,152.44,152.44,https://www.google.com/
#1223,paid,2026-06-06 12:00:00 +0000,USD,112.37,,https://l.facebook.com/
#1224,paid,2026-06-06 12:00:00 +0000,USD,99.37,,
#1225,paid,2026-06-06 12:00:00 +0000,USD,70.53,,https://l.facebook.com/
#1226,paid,2026-06-06 12:00:00 +0000,USD,186.1,,
#1227,paid,2026-06-06 12:00:00 +0000,USD,187.89,,
#1228,refunded,2026-06-06 12:00:00 +0000,USD,169.76,169.76,
#1229,paid,2026-06-06 12:00:00 +0000,USD,186.74,,https://www.google.com/
#1230,paid,2026-06-06 12:00:00 +0000,USD,162.93,,
#1231,paid,2026-06-06 12:00:00 +0000,USD,192.68,,
#1232,paid,2026-06-06 12:00:00 +0000,USD,109.26,,https://www.google.com/
#1233,paid,2026-06-06 12:00:00 +0000,USD,71.05,,https://l.facebook.com/
#1234,paid,2026-06-06 12:00:00 +0000,USD,170.48,,https://l.facebook.com/
#1235,paid,2026-06-06 12:00:00 +0000,USD,70.06,,
#1236,paid,2026-06-07 12:00:00 +0000,USD,196.47,,https://l.facebook.com/
#1237,paid,2026-06-07 12:00:00 +0000,USD,141.66,,https://l.facebook.com/
#1238,paid,2026-06-07 12:00:00 +0000,USD,102.6,,
#1239,paid,2026-06-07 12:00:00 +0000,USD,189.04,,
#1240,paid,2026-06-07 12:00:00 +0000,USD,97.34,,
#1241,paid,2026-06-07 12:00:00 +0000,USD,177.74,,
#1242,paid,2026-06-07 12:00:00 +0000,USD,172.36,,https://www.google.com/
#1243,paid,2026-06-07 12:00:00 +0000,USD,115.51,,https://l.facebook.com/
#1244,paid,2026-06-07 12:00:00 +0000,USD,192.11,,https://www.google.com/
#1245,paid,2026-06-07 12:00:00 +0000,USD,75.25,,
#1246,paid,2026-06-07 12:00:00 +0000,USD,148.64,,
#1247,paid,2026-06-07 12:00:00 +0000,USD,141.85,,https://l.facebook.com/
#1248,paid,2026-06-07 12:00:00 +0000,USD,123.58,,
#1249,paid,2026-06-07 12:00:00 +0000,USD,142.11,,https://l.facebook.com/
#1250,paid,2026-06-07 12:00:00 +0000,USD,74.82,,
#1251,paid,2026-06-07 12:00:00 +0000,USD,90.52,,
#1252,paid,2026-06-07 12:00:00 +0000,USD,171.75,,
#1253,paid,2026-06-07 12:00:00 +0000,USD,170.93,,https://www.google.com/
#1254,paid,2026-06-07 12:00:00 +0000,USD,105.02,,https://l.facebook.com/
#1255,paid,2026-06-07 12:00:00 +0000,USD,104.13,,
#1256,paid,2026-06-07 12:00:00 +0000,USD,166.87,,https://l.facebook.com/
#1257,paid,2026-06-07 12:00:00 +0000,USD,175.2,,
#1258,paid,2026-06-07 12:00:00 +0000,USD,181.88,,https://l.facebook.com/
#1259,paid,2026-06-07 12:00:00 +0000,USD,181.71,,https://l.facebook.com/
#1260,paid,2026-06-07 12:00:00 +0000,USD,189.62,,
#1261,paid,2026-06-07 12:00:00 +0000,USD,92.01,,https://l.facebook.com/
#1262,paid,2026-06-07 12:00:00 +0000,USD,143.04,,https://l.facebook.com/
#1263,paid,2026-06-07 12:00:00 +0000,USD,142.01,,https://l.facebook.com/
#1264,paid,2026-06-07 12:00:00 +0000,USD,112.12,,https://www.google.com/
#1265,paid,2026-06-07 12:00:00 +0000,USD,191.98,,https://l.facebook.com/
#1266,paid,2026-06-07 12:00:00 +0000,USD,190.73,,
#1267,paid,2026-06-07 12:00:00 +0000,USD,109.35,,https://www.google.com/
#1268,paid,2026-06-07 12:00:00 +0000,USD,84.55,,
#1269,paid,2026-06-07 12:00:00 +0000,USD,74.99,,
#1270,paid,2026-06-07 12:00:00 +0000,USD,77.23,,https://www.google.com/
#1271,refunded,2026-06-07 12:00:00 +0000,USD,112.26,112.26,https://www.google.com/
#1272,paid,2026-06-07 12:00:00 +0000,USD,80.6,,https://l.facebook.com/
#1273,paid,2026-06-07 12:00:00 +0000,USD,107.06,,https://l.facebook.com/
#1274,paid,2026-06-07 12:00:00 +0000,USD,137.98,,https://www.google.com/
#1275,paid,2026-06-08 12:00:00 +0000,USD,158.83,,
#1276,paid,2026-06-08 12:00:00 +0000,USD,183.38,,
#1277,refunded,2026-06-08 12:00:00 +0000,USD,76.46,76.46,https://l.facebook.com/
#1278,paid,2026-06-08 12:00:00 +0000,USD,93.36,,https://l.facebook.com/
#1279,paid,2026-06-08 12:00:00 +0000,USD,143.9,,https://l.facebook.com/
#1280,paid,2026-06-08 12:00:00 +0000,USD,146.18,,https://www.google.com/
#1281,paid,2026-06-08 12:00:00 +0000,USD,184.71,,
#1282,refunded,2026-06-08 12:00:00 +0000,USD,123.71,123.71,https://l.facebook.com/
#1283,paid,2026-06-08 12:00:00 +0000,USD,165.91,,
#1284,paid,2026-06-08 12:00:00 +0000,USD,185.73,,https://www.google.com/
#1285,paid,2026-06-08 12:00:00 +0000,USD,184.88,,https://www.google.com/
#1286,paid,2026-06-08 12:00:00 +0000,USD,160.27,,
#1287,refunded,2026-06-08 12:00:00 +0000,USD,107.02,107.02,https://l.facebook.com/
#1288,paid,2026-06-08 12:00:00 +0000,USD,182.67,,https://l.facebook.com/
#1289,paid,2026-06-08 12:00:00 +0000,USD,167.05,,https://www.google.com/
#1290,paid,2026-06-08 12:00:00 +0000,USD,73.84,,
#1291,paid,2026-06-08 12:00:00 +0000,USD,72.48,,
#1292,paid,2026-06-08 12:00:00 +0000,USD,143.18,,https://l.facebook.com/
#1293,paid,2026-06-08 12:00:00 +0000,USD,153.65,,https://l.facebook.com/
#1294,paid,2026-06-08 12:00:00 +0000,USD,194.58,,https://l.facebook.com/
#1295,paid,2026-06-08 12:00:00 +0000,USD,166.79,,https://www.google.com/
#1296,paid,2026-06-08 12:00:00 +0000,USD,103.83,,https://l.facebook.com/
#1297,paid,2026-06-08 12:00:00 +0000,USD,89.44,,
#1298,paid,2026-06-08 12:00:00 +0000,USD,175.43,,
#1299,paid,2026-06-08 12:00:00 +0000,USD,73.09,,
#1300,paid,2026-06-08 12:00:00 +0000,USD,138.05,,https://l.facebook.com/
#1301,paid,2026-06-08 12:00:00 +0000,USD,158.86,,https://www.google.com/
#1302,paid,2026-06-08 12:00:00 +0000,USD,195.36,,https://l.facebook.com/
#1303,paid,2026-06-08 12:00:00 +0000,USD,96.88,,
#1304,paid,2026-06-08 12:00:00 +0000,USD,80.19,,https://l.facebook.com/
#1305,paid,2026-06-08 12:00:00 +0000,USD,186.15,,https://l.facebook.com/
#1306,paid,2026-06-08 12:00:00 +0000,USD,150.79,,
#1307,paid,2026-06-08 12:00:00 +0000,USD,154.99,,https://l.facebook.com/
#1308,paid,2026-06-08 12:00:00 +0000,USD,95.9,,https://www.google.com/
#1309,paid,2026-06-09 12:00:00 +0000,USD,181.73,,https://l.facebook.com/
#1310,paid,2026-06-09 12:00:00 +0000,USD,169.49,,https://l.facebook.com/
#1311,paid,2026-06-09 12:00:00 +0000,USD,196.05,,https://www.google.com/
#1312,paid,2026-06-09 12:00:00 +0000,USD,124.58,,https://www.google.com/
#1313,paid,2026-06-09 12:00:00 +0000,USD,181.89,,https://l.facebook.com/
#1314,paid,2026-06-09 12:00:00 +0000,USD,118.84,,https://l.facebook.com/
#1315,paid,2026-06-09 12:00:00 +0000,USD,111.76,,https://www.google.com/
#1316,paid,2026-06-09 12:00:00 +0000,USD,179.01,,
#1317,paid,2026-06-09 12:00:00 +0000,USD,132.57,,https://www.google.com/
#1318,paid,2026-06-09 12:00:00 +0000,USD,181.05,,https://l.facebook.com/
#1319,paid,2026-06-09 12:00:00 +0000,USD,152.4,,https://www.google.com/
#1320,paid,2026-06-09 12:00:00 +0000,USD,91.44,,https://l.facebook.com/
#1321,paid,2026-06-09 12:00:00 +0000,USD,75.08,,https://l.facebook.com/
#1322,paid,2026-06-09 12:00:00 +0000,USD,135.83,,https://l.facebook.com/
#1323,paid,2026-06-09 12:00:00 +0000,USD,97.22,,https://l.facebook.com/
#1324,paid,2026-06-09 12:00:00 +0000,USD,154.55,,https://l.facebook.com/
#1325,paid,2026-06-09 12:00:00 +0000,USD,194.1,,
#1326,paid,2026-06-09 12:00:00 +0000,USD,71.72,,https://www.google.com/
#1327,paid,2026-06-09 12:00:00 +0000,USD,159.65,,
#1328,paid,2026-06-09 12:00:00 +0000,USD,104.31,,https://l.facebook.com/
#1329,paid,2026-06-09 12:00:00 +0000,USD,159.12,,
#1330,paid,2026-06-09 12:00:00 +0000,USD,71.98,,https://www.google.com/
#1331,paid,2026-06-09 12:00:00 +0000,USD,165.88,,
#1332,paid,2026-06-09 12:00:00 +0000,USD,167.81,,https://www.google.com/
#1333,paid,2026-06-09 12:00:00 +0000,USD,160.72,,https://l.facebook.com/
#1334,paid,2026-06-09 12:00:00 +0000,USD,81.13,,
#1335,paid,2026-06-09 12:00:00 +0000,USD,71.74,,https://www.google.com/
#1336,paid,2026-06-09 12:00:00 +0000,USD,148.53,,https://www.google.com/
#1337,paid,2026-06-09 12:00:00 +0000,USD,198.54,,
#1338,paid,2026-06-09 12:00:00 +0000,USD,171.58,,https://l.facebook.com/
#1339,paid,2026-06-09 12:00:00 +0000,USD,155.71,,https://l.facebook.com/
#1340,paid,2026-06-09 12:00:00 +0000,USD,91.01,,https://www.google.com/
#1341,paid,2026-06-09 12:00:00 +0000,USD,75.55,,https://l.facebook.com/
#1342,paid,2026-06-09 12:00:00 +0000,USD,179.95,,
#1343,paid,2026-06-09 12:00:00 +0000,USD,150.32,,
#1344,paid,2026-06-09 12:00:00 +0000,USD,153.36,,
#1345,paid,2026-06-09 12:00:00 +0000,USD,133.59,,https://l.facebook.com/
#1346,paid,2026-06-09 12:00:00 +0000,USD,127.14,,
#1347,paid,2026-06-09 12:00:00 +0000,USD,199.66,,
#1348,paid,2026-06-09 12:00:00 +0000,USD,169.28,,https://l.facebook.com/
#1349,paid,2026-06-10 12:00:00 +0000,USD,179.33,,https://www.google.com/
#1350,paid,2026-06-10 12:00:00 +0000,USD,138.81,,https://l.facebook.com/
#1351,paid,2026-06-10 12:00:00 +0000,USD,109.66,,https://www.google.com/
#1352,paid,2026-06-10 12:00:00 +0000,USD,125.35,,https://www.google.com/
#1353,paid,2026-06-10 12:00:00 +0000,USD,117.76,,https://l.facebook.com/
#1354,paid,2026-06-10 12:00:00 +0000,USD,85.15,,https://www.google.com/
